run_id,phase,task,dataset,model,sequence_length,memory_budget,retrieval_k,seed,config_path,run_dir,external_role
synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2027,synthetic-primary,distractor_retrieval,synthetic,gru,1024,32,4,2027,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2027.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2027,
synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2027,synthetic-primary,distractor_retrieval,synthetic,gru,1024,64,4,2027,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2027.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2027,
synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2028,synthetic-primary,distractor_retrieval,synthetic,gru,1024,32,4,2028,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2028.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2028,
synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2028,synthetic-primary,distractor_retrieval,synthetic,gru,1024,64,4,2028,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2028.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2028,
synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2029,synthetic-primary,distractor_retrieval,synthetic,gru,1024,32,4,2029,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2029.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2029,
synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2029,synthetic-primary,distractor_retrieval,synthetic,gru,1024,64,4,2029,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2029.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2029,
synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2030,synthetic-primary,distractor_retrieval,synthetic,gru,1024,32,4,2030,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2030.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b32_s2030,
synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2030,synthetic-primary,distractor_retrieval,synthetic,gru,1024,64,4,2030,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2030.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_l1024_b64_s2030,
synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2026,synthetic-primary,distractor_retrieval,synthetic,gru_uniform,1024,32,4,2026,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2026.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2026,
synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2026,synthetic-primary,distractor_retrieval,synthetic,gru_uniform,1024,64,4,2026,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2026.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2026,
synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2027,synthetic-primary,distractor_retrieval,synthetic,gru_uniform,1024,32,4,2027,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2027.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2027,
synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2027,synthetic-primary,distractor_retrieval,synthetic,gru_uniform,1024,64,4,2027,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2027.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2027,
synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2028,synthetic-primary,distractor_retrieval,synthetic,gru_uniform,1024,32,4,2028,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2028.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2028,
synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2028,synthetic-primary,distractor_retrieval,synthetic,gru_uniform,1024,64,4,2028,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2028.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2028,
synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2029,synthetic-primary,distractor_retrieval,synthetic,gru_uniform,1024,32,4,2029,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2029.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2029,
synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2029,synthetic-primary,distractor_retrieval,synthetic,gru_uniform,1024,64,4,2029,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2029.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2029,
synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2030,synthetic-primary,distractor_retrieval,synthetic,gru_uniform,1024,32,4,2030,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2030.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b32_s2030,
synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2030,synthetic-primary,distractor_retrieval,synthetic,gru_uniform,1024,64,4,2030,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2030.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_uniform_l1024_b64_s2030,
synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2026,synthetic-primary,distractor_retrieval,synthetic,gru_reservoir,1024,32,4,2026,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2026.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2026,
synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2026,synthetic-primary,distractor_retrieval,synthetic,gru_reservoir,1024,64,4,2026,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2026.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2026,
synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2027,synthetic-primary,distractor_retrieval,synthetic,gru_reservoir,1024,32,4,2027,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2027.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2027,
synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2027,synthetic-primary,distractor_retrieval,synthetic,gru_reservoir,1024,64,4,2027,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2027.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2027,
synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2028,synthetic-primary,distractor_retrieval,synthetic,gru_reservoir,1024,32,4,2028,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2028.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2028,
synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2028,synthetic-primary,distractor_retrieval,synthetic,gru_reservoir,1024,64,4,2028,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2028.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2028,
synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2029,synthetic-primary,distractor_retrieval,synthetic,gru_reservoir,1024,32,4,2029,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2029.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2029,
synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2029,synthetic-primary,distractor_retrieval,synthetic,gru_reservoir,1024,64,4,2029,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2029.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2029,
synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2030,synthetic-primary,distractor_retrieval,synthetic,gru_reservoir,1024,32,4,2030,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2030.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b32_s2030,
synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2030,synthetic-primary,distractor_retrieval,synthetic,gru_reservoir,1024,64,4,2030,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2030.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_gru_reservoir_l1024_b64_s2030,
synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2026,synthetic-primary,distractor_retrieval,synthetic,memory_caching,1024,32,4,2026,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2026.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2026,
synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2026,synthetic-primary,distractor_retrieval,synthetic,memory_caching,1024,64,4,2026,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2026.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2026,
synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2027,synthetic-primary,distractor_retrieval,synthetic,memory_caching,1024,32,4,2027,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2027.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2027,
synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2027,synthetic-primary,distractor_retrieval,synthetic,memory_caching,1024,64,4,2027,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2027.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2027,
synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2028,synthetic-primary,distractor_retrieval,synthetic,memory_caching,1024,32,4,2028,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2028.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2028,
synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2028,synthetic-primary,distractor_retrieval,synthetic,memory_caching,1024,64,4,2028,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2028.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2028,
synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2029,synthetic-primary,distractor_retrieval,synthetic,memory_caching,1024,32,4,2029,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2029.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2029,
synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2029,synthetic-primary,distractor_retrieval,synthetic,memory_caching,1024,64,4,2029,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2029.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b64_s2029,
synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2030,synthetic-primary,distractor_retrieval,synthetic,memory_caching,1024,32,4,2030,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/configs/experiments/section18/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2030.yaml,/mnt/c/Users/nejat/OneDrive/Desktop/UN/Skills/GitHub 2026/budgetmem-r/artifacts/section18/runs/synthetic-primary/synthetic_primary_distractor_retrieval_synthetic_memory_caching_l1024_b32_s2030,
